"StopUID","StopID","StopName.Zh_tw","StopName.En","StopPosition.PositionLat","StopPosition.PositionLon"
"THB-VO18-1181920","181920","海山里","Haishan Village","25.034461","121.444928"
"THB-VO18-1181921","181921","新泰路口","Xintai Road Intersection","25.035089","121.447702"
"THB-VO18-1181922","181922","捷運新莊站(新莊郵局)","MRT Xinzhuang Station(Xinzhuang Post office)","25.035433","121.449823"
"THB-VO18-128675","28675","青果中心","Qingguo Center","24.99296","121.3257"
"THB-VO18-127247","27247","台貿社區","Taimao Community","24.93615","121.25596"
"THB-VO18-1127530","127530","富台","Futai","24.93778","121.25364"
"THB-VO18-1169348","169348","南亞技術學院","Nanya Institute of Technology","24.939852","121.252308"
"THB-VO18-1127532","127532","電信器材場","Telecom Store","24.94105","121.25134"
"THB-VO18-127251","27251","仁美","Renmei","24.94247","121.24982"
"THB-VO18-1127534","127534","志成公司","Zhicheng Company","24.9444799964687","121.248309964545"
"THB-VO18-1127535","127535","六泰新村","Liutai Village","24.94554","121.24729"
"THB-VO18-127254","27254","金鋒市場","Jinfeng Market","24.94631","121.24649"
"THB-VO18-1169354","169354","普仁國小","Puren Elementary School","24.94793","121.24482"
"THB-VO18-1127538","127538","輔導會","Affairs Commission","24.94925","121.24299"
"THB-VO18-1127539","127539","環中東路口","Huanzhong East Road Intersection","24.95108","121.24108"
"THB-VO18-1127540","127540","普仁新村","Puren Village","24.95234","121.23985"
"THB-VO18-1169358","169358","普仁","Puren","24.95396","121.2378"
"THB-VO18-127260","27260","中原大學","Chung Yuan Christian University","24.95525","121.23566"
"THB-VO18-1282280","282280","中山東路口","Zhongshan East Road Intersection","24.95646","121.23186"
"THB-VO18-1169361","169361","埔頂橋","Puding Bridge","24.9562199963531","121.230699964901"
"THB-VO18-1246674","246674","新興力霸街口","Xinxing Liba Street Intersection","24.95252","121.29039"
"THB-VO18-130340","30340","下庄子","Xiazhuangzi","24.94893","121.28453"
"THB-VO18-130341","30341","竹巷","Zhuxiang","24.94389","121.27898"
"THB-VO18-130343","30343","永樂橋","Yongle Bridge","24.93638","121.26854"
"THB-VO18-1278695","278695","龍岡橋","Longgang Bridge","24.947753","121.226036"
"THB-VO18-129226","29226","中北路","Zhongbei Road","24.94946","121.22385"
"THB-VO18-1169962","169962","今日飯店","Hotel Today","24.990867","121.314336"
"THB-VO18-133093","33093","復興路口","Fuxing Road Intersection","24.9918852239686","121.314378385969"
"THB-VO18-1169964","169964","民生路口","Minsheng Road Intersection","24.992721","121.313604"
"THB-VO18-133726","33726","鴻福寺","Hong Fu temple","24.99567","121.31242"
"THB-VO18-1289981","289981","北門口","","24.999189","121.310939"
"THB-VO18-1219223","219223","北門新村","Beimen Village","25.00125","121.31001"
"THB-VO18-135591","35591","公賣分局","Tobacco & Liquor District Corporation","25.00364","121.30927"
"THB-VO18-1215055","215055","北門國小","Beimen Elementary School","25.00599","121.30868"
"THB-VO18-1215754","215754","文昌國中","Wunchang Junior High School","25.00965","121.3081"
"THB-VO18-133102","33102","瓦斯公司","Gas Corporation","25.0135267811781","121.309577255519"
"THB-VO18-133103","33103","大興路口","Daxing Road Intersection","25.0152099964399","121.309169963787"
"THB-VO18-133104","33104","永吉新村","Yongji Village","25.0163801781517","121.309072728967"
"THB-VO18-133105","33105","林投店","Lintoudian","25.01895","121.30847"
"THB-VO18-1246357","246357","新埔國宅","Xinpu Residence","25.02011","121.30833"
"THB-VO18-133107","33107","春日健行路口","Chunri Jianxing Road Intersection","25.02205","121.30767"
"THB-VO18-133108","33108","鹽庫西街口","Yanku West Street Intersection","25.02462","121.30641"
"THB-VO18-1215189","215189","水汴頭","Shuibiantou","25.026845","121.305696"
"THB-VO18-133110","33110","許厝","Xucuo","25.02876","121.3049"
"THB-VO18-133111","33111","煉油廠","Refinery","25.03167","121.303686"
"THB-VO18-133112","33112","加油站","Gas Station","25.03377","121.30282"
"THB-VO18-133113","33113","甘蔗園橋","Ganzheyuan Bridge","25.03534","121.30209"
"THB-VO18-133114","33114","力捷公司","Lijie Company","25.03649","121.30174"
"THB-VO18-133115","33115","南上村","Nanshang Village","25.03829","121.301"
"THB-VO18-133116","33116","甘蔗園","Ganzheyuan","25.04004","121.30023"
"THB-VO18-133117","33117","頂南崁","Dingnankan","25.04308","121.29861"
"THB-VO18-133118","33118","大同公司","Datong Company","25.0450566393866","121.296529379102"
"THB-VO18-1291738","291738","蘆竹區公所","Luchu District Office","25.04678","121.29465"
"THB-VO18-133751","33751","南上路口","Nanshang Road Intersection","25.04738","121.29935"
"THB-VO18-133752","33752","長榮吉邸","Zhangrongjidi","25.048448","121.3019"
"THB-VO18-133753","33753","五福國小","Wufu Elementary School","25.04995","121.30186"
"THB-VO18-133754","33754","長春路口","Zhangchun Road Intersection","25.05277","121.30028"
"THB-VO18-133756","33756","北區兒童之家","Northern Region Children's Home","25.055969","121.298236"
"THB-VO18-133757","33757","歐洲之星","Ouzhouzhixing","25.058086","121.297018"
"THB-VO18-133758","33758","鵬程萬里社區","Pengchengwanli Community","25.05919","121.29524"
"THB-VO18-133759","33759","長榮新邸","Zhangrongxindi","25.05822","121.29511"
"THB-VO18-133760","33760","南崁游泳池","Nankan Swimming Pool","25.05687","121.29503"
"THB-VO18-133761","33761","五福宮","Wufu Temple","25.05364","121.29485"
"THB-VO18-133762","33762","南崁高中","Nankan High School","25.05239","121.29678"
"THB-VO18-133763","33763","吉林路口","Jilin Road Intersection","25.05129","121.29539"
"THB-VO18-1278131","278131","南崁市場","Nankan market","25.04797","121.29381"
"THB-VO18-1294360","294360","成功路","Chenggong Rd.","24.99277","121.312531"
"THB-VO18-133121","33121","南山路口","Nanshan Road Intersection","25.05029","121.2918"
"THB-VO18-1169984","169984","台茂","Taimao","25.052302","121.287011"
"THB-VO18-1169985","169985","下南崁","Xianankan","25.054","121.28417"
"THB-VO18-1170833","170833","南亞公司","Nanya Company","25.055239","121.282199"
"THB-VO18-1169988","169988","台灣松下","Taiwan Panasonic","25.058954","121.275162"
"THB-VO18-1169989","169989","徐厝","Xucuo","25.06003","121.27265"
"THB-VO18-1169990","169990","三商","Sanshang","25.0609","121.27065"
"THB-VO18-1215084","215084","水尾","Shuiwei","25.062742","121.266673"
"THB-VO18-1170864","170864","啟興公司","Qixing Company","25.06446","121.26321"
"THB-VO18-1169993","169993","下水尾","Xiashuiwei","25.069799","121.261238"
"THB-VO18-1247394","247394","三和社區","Sanhe Community","25.0740164232235","121.259813338322"
"THB-VO18-1215088","215088","同心家園","Tongxin Homeland","25.0760713141762","121.258242612955"
"THB-VO18-1215089","215089","拔子林","Bazilin","25.07854","121.25738"
"THB-VO18-1173699","173699","下拔子林","Xiabazilin","25.08042","121.25611"
"THB-VO18-1169996","169996","崁中","Kanzhong","25.08232","121.25716"
"THB-VO18-1169997","169997","崁上","Kanshang","25.084608","121.255835"
"THB-VO18-1169998","169998","樹仔坡","Shuzipo","25.087229","121.254199"
"THB-VO18-1215094","215094","下店子","Xiadianzi","25.0899","121.2524"
"THB-VO18-1173704","173704","復興空廚","Transasia Catering Services","25.0952","121.24996"
"THB-VO18-1173705","173705","工程處","Engineering Office","25.10258","121.24838"
"THB-VO18-1173707","173707","過田","Guotian","25.10608","121.24552"
"THB-VO18-1284889","284889","竹圍活動中心","Zhuwei Activity Center","25.10863","121.24184"
"THB-VO18-1215101","215101","竹圍站","Zhuwei Station","25.11015","121.24188"
"THB-VO18-1247403","247403","農會辦公室","Farmer Assc. Office","25.1035946079241","121.241919244552"
"THB-VO18-1215105","215105","業峰","Yefeng","25.10229","121.2409"
"THB-VO18-1215106","215106","國際社區","Guoji Community","25.1009199958258","121.239409965365"
"THB-VO18-1215107","215107","電通館","Diantongguan","25.0999899958272","121.238849965371"
"THB-VO18-1215108","215108","西海洋社區","Xihaiyang Community","25.0985","121.23743"
"THB-VO18-1215109","215109","瓦窯","Wayao","25.09505","121.23447"
"THB-VO18-1215110","215110","海方厝","Haifangcuo","25.09209","121.23114"
"THB-VO18-1247410","247410","坡堵","Podu","25.09023","121.22923"
"THB-VO18-1247411","247411","下坡堵","Xiapodu","25.08803","121.22613"
"THB-VO18-1247412","247412","明門公司","Mingmen Company","25.08652","121.22391"
"THB-VO18-1219758","219758","坡腳","Pojiao","25.08533","121.22206"
"THB-VO18-1219759","219759","埔頂仔","Pudingzi","25.0828","121.21849"
"THB-VO18-1247413","247413","後厝國小","Houcuo Elementary School","25.08096","121.21577"
"THB-VO18-1247414","247414","後厝社區","Houcuo Community","25.07864","121.21352"
"THB-VO18-1247415","247415","後厝村","Houcuo Village","25.07678","121.21218"
"THB-VO18-1215119","215119","大埔","Dapu","25.07511","121.21097"
"THB-VO18-1215120","215120","呂厝","Lucuo","25.0739421069302","121.208726101409"
"THB-VO18-1215121","215121","大園國中","Dayuan Junior High School","25.07105","121.20495"
"THB-VO18-1215122","215122","湳仔","Nanzi","25.06882","121.20139"
"THB-VO18-1247418","247418","大園車站","Dayuan Station","25.06361","121.198781"
"THB-VO18-1241891","241891","春日路口","Chunri Road Intersection","25.00138","121.31406"
"THB-VO18-1246529","246529","新檜溪橋","Xinkuaixi Bridge","25.0071899964821","121.311929963705"
"THB-VO18-1246530","246530","雙峰路口","Shuangfeng Road Intersection","25.011762","121.310008"
"THB-VO18-133122","33122","旺達公司","Wangda Company","25.05344","121.29168"
"THB-VO18-133123","33123","南山六福","nan shan liu fu","25.0571","121.28972"
"THB-VO18-133124","33124","內厝橋","Neicuo Bridge","25.06117","121.28895"
"THB-VO18-133125","33125","埔尾","Puwei","25.0626","121.28851"
"THB-VO18-133126","33126","水泥公司","Cement Company","25.0658099961543","121.287099964386"
"THB-VO18-133127","33127","中崙公司","Zhonglun Company","25.06813","121.28597"
"THB-VO18-133128","33128","公埔","Gongpu","25.0708299961279","121.285439964436"
"THB-VO18-1215243","215243","佑欣公司","Youxin Company","25.07394","121.28543"
"THB-VO18-133130","33130","群鹿公司","Qunlu Company","25.07634","121.28547"
"THB-VO18-1277627","277627","山鼻","Shanbi","25.0803669503764","121.285986784898"
"THB-VO18-133132","33132","大利新村","Dali Village","25.08185","121.2859"
"THB-VO18-133133","33133","山腳","Shanjiao","25.0848553579081","121.286277586484"
"THB-VO18-1215248","215248","海山路","Haishan Road","25.0870222942003","121.281934473084"
"THB-VO18-1215249","215249","山腳國中","Shanjiao Junior High School","25.0884799960307","121.278429964633"
"THB-VO18-1215250","215250","朝陽","Zhaoyang","25.0901788336492","121.275925050036"
"THB-VO18-1215251","215251","坑口村","Kengkou Village","25.09128","121.27304"
"THB-VO18-1215252","215252","圳岸","Zun-an","25.0922","121.26892"
"THB-VO18-1215253","215253","頭前","Touqian","25.0952230611204","121.264763700386"
"THB-VO18-1215254","215254","海湖","Haihu","25.1005199959153","121.26140996498"
"THB-VO18-1246628","246628","海湖農會","Farmer Assc.","25.10102","121.26305"
"THB-VO18-1215591","215591","海湖國小","Haihu Elementary School","25.10174","121.26667"
"THB-VO18-1246626","246626","海湖活動中心","Activity Center","25.10268","121.26859"
"THB-VO18-1215589","215589","砂墩","Shadun","25.10431","121.26991"
"THB-VO18-1246624","246624","義芳","Yifang","25.10559","121.27174"
"THB-VO18-1246623","246623","後壁厝","Houbicuo","25.10728","121.27362"
"THB-VO18-1215559","215559","崎頭","Qitou","25.10987","121.26897"
"THB-VO18-1246618","246618","海湖工業區","Haihu Industrial Park","25.10978","121.26495"
"THB-VO18-1215256","215256","海山西路口","Haishan West Road Intersection","25.108934","121.255891"
"THB-VO18-1215257","215257","中海湖","Zhonghaihu","25.11008","121.25517"
"THB-VO18-1215691","215691","海湖橋","Haihu Bridge","25.111478","121.254461"
"THB-VO18-1246673","246673","中壢市聯合辦公大樓","Junngli City Office Building","24.962975","121.229496"
"THB-VO18-1181230","181230","簡易法庭","Summary Court","24.963702","121.234679"
"THB-VO18-1169660","169660","台灣拉鍊","Taiwan Zippers","24.96441","121.23692"
"THB-VO18-1169659","169659","中原一","Zhongyuan(I)","24.96567","121.23746"
"THB-VO18-1246509","246509","中園路","Zhongyuan Road","24.9694785052762","121.236216852417"
"THB-VO18-1173661","173661","中福派出所","Zhongfu Police Substation","24.97093","121.23618"
"THB-VO18-1173662","173662","啟英高中","Chiying Senior High School","24.975097","121.236239"
"THB-VO18-1246676","246676","皇天公","Huangtiangong","24.9779209410848","121.23631378948"
"THB-VO18-1173664","173664","土地宮","Tudi Temple","24.9797","121.2364"
"THB-VO18-1173665","173665","大圳橋","Dazun Bridge","24.98449","121.23771"
"THB-VO18-1173666","173666","萬能科技大學","Vanung University","24.9913875982854","121.23460758791"
"THB-VO18-1173667","173667","賴厝","Laicuo","24.99306","121.23378"
"THB-VO18-1173668","173668","謝厝","Xiecuo","24.99571","121.23258"
"THB-VO18-1173669","173669","大江","Dajiang","25.001208","121.229576"
"THB-VO18-1169648","169648","鄉界","Xiangjie","25.0039","121.22909"
"THB-VO18-1173671","173671","寶城","Baocheng","25.00657","121.22835"
"THB-VO18-1173672","173672","上岡崎","Shanggangqi","25.0091231620021","121.227769878764"
"THB-VO18-1173673","173673","岡崎","Gangqi","25.01071","121.22776"
"THB-VO18-1173675","173675","五福","Wufu","25.0160257931413","121.228575089599"
"THB-VO18-1173676","173676","五塊厝","Wukuaicuo","25.02126","121.23093"
"THB-VO18-1173677","173677","五權國小","Wuquan Elementary School","25.02334","121.23083"
"THB-VO18-1173678","173678","五權","Wuquan","25.02584","121.23057"
"THB-VO18-1173679","173679","五權牧場","Wuquan Pasture","25.02791","121.23054"
"THB-VO18-1173680","173680","龍樹坑","Longshukeng","25.03214","121.23167"
"THB-VO18-1173681","173681","下埔","Xiapu","25.03454","121.23067"
"THB-VO18-1173682","173682","三塊厝","Sankuaicuo","25.0390385858747","121.228833433455"
"THB-VO18-1173683","173683","黃厝","Huangcuo","25.0408","121.22637"
"THB-VO18-130948","30948","大埔心","Dapuxin","25.04482","121.22361"
"THB-VO18-1173685","173685","埔心國小","Puxin Elementary School","25.04944","121.22399"
"THB-VO18-1279938","279938","埔心","puxin","25.054235","121.225414"
"THB-VO18-1171810","171810","建國十一村","Jianguo 11th Village","25.05546","121.22688"
"THB-VO18-1282642","282642","基地醫院","Jidi Hospital","25.05731","121.22972"
"THB-VO18-1282641","282641","橋頭","Qiaotou","25.05867","121.23168"
"THB-VO18-1282640","282640","大牛欄","Daniulan","25.06115","121.23492"
"THB-VO18-1171814","171814","村界","Cunjie","25.0638820431425","121.23826304783"
"THB-VO18-1171815","171815","王厝","Wangcuo","25.0650358474277","121.23998481043"
"THB-VO18-1173693","173693","楊厝","Yangcuo","25.0674090059762","121.242965201683"
"THB-VO18-1246421","246421","林厝","Lincuo","25.06975","121.24561"
"THB-VO18-1282639","282639","五股仔","Wuguzi","25.07249","121.2487"
"THB-VO18-1282811","282811","三塊石","Sankuaishi","25.0742030865329","121.251011299566"
"THB-VO18-1282637","282637","三石村","Sanshi Village","25.07629","121.25322"
"THB-VO18-1215320","215320","郵局","Post Office","24.99304","121.312"
"THB-VO18-1215321","215321","永和市場","Yonghe Market","24.99727","121.30928"
"THB-VO18-1215322","215322","成功國小","Chenggong Elementary School","24.99833","121.30753"
"THB-VO18-1215323","215323","永安路口","Yong-an Road Intersection","24.99716","121.30589"
"THB-VO18-1215324","215324","九坎店","Jiukandian","24.998816","121.302929"
"THB-VO18-1215325","215325","民安路口","Min-an Road Intersection","24.99954","121.30098"
"THB-VO18-1215326","215326","力行路口","Lixing Road Intersection","25.00063","121.29929"
"THB-VO18-1215327","215327","蓮華寺","Lianhua Temple","25.00335","121.297"
"THB-VO18-1215328","215328","長益社區","Zhangyi Community","25.00485","121.29585"
"THB-VO18-1215329","215329","埔子派出所","Puzi Police Substation","25.00603","121.29442"
"THB-VO18-1215330","215330","永安北路","Yong-an North Road","25.00737","121.2916"
"THB-VO18-1215331","215331","埔子","Puzi","25.009922","121.288576"
"THB-VO18-1215333","215333","埔子下","Puzixia","25.01562","121.28513"
"THB-VO18-1215334","215334","富國起毛廠","Fuguo Fluff Mill","25.018","121.28419"
"THB-VO18-1215335","215335","銀店子","Yindianzi","25.01988","121.28271"
"THB-VO18-1215336","215336","富國社區","Fuguo Community","25.02158","121.28101"
"THB-VO18-1215337","215337","茄苳橋","Jiadong Bridge","25.026691","121.27739"
"THB-VO18-1215338","215338","益昇公司","Yisheng Company","25.02929","121.27614"
"THB-VO18-1215339","215339","春茂公司","Chunmao Company","25.03095","121.27383"
"THB-VO18-1284387","284387","浮景","Fujing","25.0322199962256","121.272229964502"
"THB-VO18-1215342","215342","蘆竹農會","Luchu Farmer Assc.","25.03483","121.27091"
"THB-VO18-1215343","215343","弘友公司","Hongyou Company","25.0375","121.26915"
"THB-VO18-1246851","246851","四角埤","Sijiaobi","25.03961","121.26833"
"THB-VO18-135608","35608","邱厝","Qiucuo","25.0442","121.26689"
"THB-VO18-1246856","246856","趙厝","Zhaocuo","25.04648","121.26593"
"THB-VO18-1246857","246857","蘆竹","Luchu","25.04945","121.26616"
"THB-VO18-1215348","215348","蘆竹國小","Luchu Elementary School","25.0503419382152","121.266788736646"
"THB-VO18-1215349","215349","理嘉公司","Lijia Company","25.05292","121.26836"
"THB-VO18-1215473","215473","頂水尾","Dingshuiwei","25.055747","121.268789"
"THB-VO18-1215351","215351","華夏公司","Huaxia Company","25.05787","121.26805"
"THB-VO18-130985","30985","博愛路口","Bo-ai Road Intersection","24.99405","121.30803"
"THB-VO18-1215444","215444","沙崙廟","Shalun Temple","25.09342","121.2236"
"THB-VO18-1298895","298895","濱海智海街口","Binhaizhihai intersection","25.11551","121.26071"
"THB-VO18-1215563","215563","出水坑","Chushuikeng","25.11667","121.28673"
"THB-VO18-1215564","215564","下寮","Xialiao","25.11788","121.29176"
"THB-VO18-1215566","215566","頂寮","Dingliao","25.12008","121.29545"
"THB-VO18-1215567","215567","發電所","Power Plant","25.11735","121.29874"
"THB-VO18-1215568","215568","李厝","Licuo","25.11603","121.30085"
"THB-VO18-1215569","215569","水碓","Shuidui","25.1140637432178","121.302714929534"
"THB-VO18-1215570","215570","佳林","Jialin","25.1114277675662","121.306077050458"
"THB-VO18-1215571","215571","下福","Xiafu","25.1114600494428","121.309392210911"
"THB-VO18-1215692","215692","下海湖","Xiahaihu","25.11371","121.25251"
"THB-VO18-1215911","215911","快樂新村","Kuaile Village","25.05532","121.22124"
"THB-VO18-1201272","201272","橫山橋","Hengshan Bridge","25.060089995864","121.208939965721"
"THB-VO18-1221413","221413","橫峰","Hengfeng","25.06104","121.20585"
"THB-VO18-1215915","215915","大園農會","Dayuan Farmer Assc.","25.0626399958242","121.201459965862"
"THB-VO18-1278133","278133","舊社","Jiushe","24.95553","121.21649"
"THB-VO18-1216118","216118","新明路口","Xinming Road Intersection","24.95707","121.21352"
"THB-VO18-1282052","282052","新明國中","Xinming Junior High School","24.9583","121.21246"
"THB-VO18-1216120","216120","居安新村","Ju-an Village","24.9598","121.21075"
"THB-VO18-1173020","173020","中壢高中","National Chung-Li High School","24.9607799962444","121.207889965317"
"THB-VO18-1219424","219424","志廣路","Zhiguang Road","24.96124","121.20675"
"THB-VO18-1216123","216123","三民","Sanmin","24.9653","121.20427"
"THB-VO18-1217932","217932","中央大學","National Central University","24.96866","121.20261"
"THB-VO18-1216125","216125","潤泰公司","Runtai Company","24.97113","121.20132"
"THB-VO18-1216126","216126","三座厝","Sanzuocuo","24.97336","121.19888"
"THB-VO18-1217935","217935","三民里","Sanmin Village","24.97638","121.19607"
"THB-VO18-1217937","217937","錩新公司","Changxin Company","24.98057","121.19263"
"THB-VO18-1195800","195800","三宏","Sanhong","24.98317","121.18977"
"THB-VO18-1216131","216131","水圳頭","Shuizuntou","24.98432","121.1878"
"THB-VO18-1173031","173031","內厝里","Neicuo Village","24.98538","121.1862"
"THB-VO18-1217941","217941","大崙農會","Dalun Farmer Assc.","24.98722","121.1833"
"THB-VO18-1217774","217774","大崙","Dalun","24.98924","121.17969"
"THB-VO18-1195805","195805","新剛公司","Xingang Company","24.99041","121.17712"
"THB-VO18-1217776","217776","中福","Zhongfu","24.99151","121.17474"
"THB-VO18-1217777","217777","井子厝","Jingzicuo","24.99214","121.17278"
"THB-VO18-1216138","216138","山東路口","Shandong Road Intersection","24.99262","121.17074"
"THB-VO18-1216139","216139","福山路口","Fushan Road Intersection","24.99339","121.16866"
"THB-VO18-1200859","200859","忠愛莊","Zhong-aizhuang","24.99418","121.1666"
"THB-VO18-1216141","216141","忠愛新村","Zhongai Village","24.99585","121.16364"
"THB-VO18-1216142","216142","崙坪","Lunping","24.99728","121.16179"
"THB-VO18-1217783","217783","圓山","Yuanshan","24.99931","121.15869"
"THB-VO18-1216144","216144","陳厝","Chencuo","25.00167","121.15493"
"THB-VO18-1216145","216145","頂大崛","Dingdajue","25.00322","121.15242"
"THB-VO18-1216146","216146","大崛","Dajue","25.00477","121.14993"
"THB-VO18-1216147","216147","頂大同","Dingdatong","25.00679","121.14617"
"THB-VO18-1216302","216302","大同","Datong","25.0093999957931","121.141759966675"
"THB-VO18-1216196","216196","新坡農會","Xinpo Farmer Assc.","25.0109699957774","121.139339966724"
"THB-VO18-1216150","216150","新坡","Xinpo","25.01247","121.13671"
"THB-VO18-1295255","295255","觀音高中","Guan Yin High School","25.01402","121.1333"
"THB-VO18-1216152","216152","高緯公司","Gaowei Company","25.00906","121.1341"
"THB-VO18-1216156","216156","大崛橋","Dajue Bridge","25.00264","121.12569"
"THB-VO18-1216159","216159","幸福村","Xingfu Village","24.9998","121.12209"
"THB-VO18-1216158","216158","下青埔","Xiaqingpu","24.9982","121.1205"
"THB-VO18-1216160","216160","藍埔","Lanpu","24.99674","121.11655"
"THB-VO18-1246534","246534","新華路","Xinhua Road","24.99496","121.11382"
"THB-VO18-1216161","216161","媽祖廟","Mazu Temple","24.99371","121.11201"
"THB-VO18-1216162","216162","樹仔腳","Shuzijiao","24.99143","121.11057"
"THB-VO18-1216163","216163","平均","Pingjun","24.98892","121.10814"
"THB-VO18-1216164","216164","飛泰公司","Feitai Company","24.98676","121.10684"
"THB-VO18-1216180","216180","大嶺頂","Dalingding","24.98525","121.10623"
"THB-VO18-1217115","217115","香心坡","Xiangxinpo","24.9827","121.10735"
"THB-VO18-1216178","216178","清華高中","Ching Hua High School","24.9807399957672","121.107429967151"
"THB-VO18-1200719","200719","中山新興街口","Zhongshan Xinxing Street Intersection","24.97284","121.10607"
"THB-VO18-1216172","216172","新屋站","Xinwu Station","24.972909","121.102504"
"THB-VO18-1173008","173008","老街橋","Laojie Bridge","24.955250165338","121.219180315157"
"THB-VO18-1216263","216263","仁愛新村","Ren-ai Village","24.95682","121.2093"
"THB-VO18-1216264","216264","青果市場","Qingguo Market","24.957489","121.207522"
"THB-VO18-1245829","245829","祐民醫院","Yumin Hospital","24.957225","121.203801"
"THB-VO18-1216873","216873","高雙村","Gaoshuang Village","24.95723","121.19705"
"THB-VO18-1216721","216721","高山腳","Gaoshanjiao","24.9576903641858","121.1938308233"
"THB-VO18-1216268","216268","環訓所","Environmental Professionals Training Institute","24.95857","121.19267"
"THB-VO18-1216269","216269","雙連坡","Shuanglianpo","24.960399996177","121.190669965616"
"THB-VO18-1216877","216877","花園新城","Huayuan Xincheng","24.95996","121.1871"
"THB-VO18-1216271","216271","營房前","Yingfangqian","24.95971","121.18491"
"THB-VO18-1216675","216675","盛貿工廠","Chengmao Factory","24.95904","121.1823"
"THB-VO18-1217268","217268","中平國小","Chungping Elementary School","24.95884","121.17889"
"THB-VO18-1200689","200689","過嶺","Guoling","24.95914","121.17648"
"THB-VO18-1217270","217270","龍太社區","Longtai Community","24.95892","121.17419"
"THB-VO18-1217271","217271","國際兒童村","SOS Childrens Village of Taiwan","24.95866","121.17233"
"THB-VO18-1216277","216277","嘉裕紡織廠","Carnival Industrial Corporation","24.95809","121.16807"
"THB-VO18-1216681","216681","幸福社區","Xingfu Community","24.95806","121.16689"
"THB-VO18-1200694","200694","高榮","Gaorong","24.95835","121.16541"
"THB-VO18-1217423","217423","黃昏市場","Huanghun Market","24.96017","121.16365"
"THB-VO18-1200696","200696","寶祥","Baoxiang","24.96198","121.1613"
"THB-VO18-1217277","217277","橡樹公司","Xiangshu Company","24.96235","121.15934"
"THB-VO18-1216737","216737","雙塘屋","Shuangtangwu","24.96246","121.15805"
"THB-VO18-1200699","200699","中壢好市多","Zhongli costco","24.96305","121.15578"
"THB-VO18-1200700","200700","富泰公司","Futai Company","24.96383","121.15362"
"THB-VO18-1216740","216740","上富源","Shangfuyuan","24.96476","121.15218"
"THB-VO18-1216288","216288","北坡","Beipo","24.96757","121.14777"
"THB-VO18-1216289","216289","平坡","Pingpo","24.96991","121.14497"
"THB-VO18-1216290","216290","大圳","Dazun","24.9731799959236","121.139429966562"
"THB-VO18-1290261","290261","福德","Fude","24.97528","121.13791"
"THB-VO18-1216292","216292","中原","Zhongyuan","24.9778","121.13652"
"THB-VO18-1216294","216294","泉洲碑","Quanzhoubi","24.9852599958585","121.134759966694"
"THB-VO18-1246644","246644","懷德","Huaide","24.98847","121.13377"
"THB-VO18-1216296","216296","富煉橋","Fulian Bridge","24.9905731659493","121.132562178928"
"THB-VO18-1216297","216297","上大村","Shangda Village","24.99206","121.13455"
"THB-VO18-1216298","216298","下草湖","Xiacaohu","24.99521","121.13572"
"THB-VO18-1216299","216299","草湖","Caohu","24.99683","121.13615"
"THB-VO18-1216300","216300","溫厝","Wencuo","25.00069","121.13716"
"THB-VO18-1217282","217282","下富源","Xiafuyuan","24.96454","121.15067"
"THB-VO18-1216742","216742","志欣","Zhixin","24.96329","121.14671"
"THB-VO18-1216743","216743","黎頭洲","Litouzhou","24.9626299959856","121.144809966423"
"THB-VO18-1217285","217285","頭州新城","Touzhou Xincheng","24.96354","121.14329"
"THB-VO18-1200706","200706","和泰","Hetai","24.96799","121.13928"
"THB-VO18-1200707","200707","富九","Fujiu","24.96924","121.13764"
"THB-VO18-1217288","217288","豪軒","Haoxuan","24.97004","121.13571"
"THB-VO18-1216902","216902","元華公司","Yuanhua Company","24.97257","121.12826"
"THB-VO18-1216394","216394","頂紅泥坡","Dinghongnipo","24.97288","121.12596"
"THB-VO18-1216751","216751","鄧厝","Dengcuo","24.9721299958653","121.12376996683"
"THB-VO18-1216396","216396","清華村","Qinghua Village","24.97114","121.1198"
"THB-VO18-1217294","217294","紅泥坡","Hongnipo","24.97034","121.11713"
"THB-VO18-1200715","200715","台一","Taiyi","24.97032","121.11496"
"THB-VO18-1216401","216401","電信局","Chunghwa Telecom","24.97172","121.10943"
"THB-VO18-1216405","216405","雙路口","Shuanglukou","24.9734699957647","121.099769967253"
"THB-VO18-1216408","216408","全美公司","Quanmei Company","24.9750847528408","121.090699567054"
"THB-VO18-1216410","216410","東明","Dongming","24.97647","121.08331"
"THB-VO18-1216412","216412","六號坡","Liuhaopo","24.97845","121.07523"
"THB-VO18-1216922","216922","玉皇宮","Yuhuang Temple","24.979","121.07339"
"THB-VO18-1216923","216923","頂田心","Dingtianxin","24.97968","121.07114"
"THB-VO18-1200732","200732","永昌","Yongchang","24.98088","121.06845"
"THB-VO18-1216416","216416","下田心","Xiatianxin","24.98186","121.06458"
"THB-VO18-1216419","216419","上庄","Shangzhuang","24.98389","121.05666"
"THB-VO18-1216930","216930","谷瑞公司","Yurui Company","24.98541","121.05202"
"THB-VO18-1216933","216933","永安國中","Yung-an Junior High School","24.98758","121.04373"
"THB-VO18-1200745","200745","永新","Yongxin","24.9888199954382","121.032329968493"
"THB-VO18-1216429","216429","西濱路口","Xibin Road Intersection","24.98905","121.03023"
"THB-VO18-1200751","200751","永安","Yong-an","24.98917","121.02883"
"THB-VO18-127460","27460","永安橋","Yong-an Bridge","24.98571","121.02731"
