Regent,Price
2015/12/29,215.95
2015/12/30,216.9
2015/12/31,216.9
2016/1/4,215.95
2016/1/5,215.47
2016/1/6,214.04
2016/1/7,209.75
2016/1/8,208.8
2016/1/11,208.8
2016/1/12,208.8
2016/1/13,209.28
2016/1/14,207.37
2016/1/15,208.8
2016/1/18,206.89
2016/1/19,206.42
2016/1/20,206.89
2016/1/21,206.42
2016/1/22,205.94
2016/1/25,206.42
2016/1/26,205.94
2016/1/27,205.94
2016/1/28,204.99
2016/1/29,205.94
2016/1/30,205.46
2016/2/1,204.99
2016/2/2,207.37
2016/2/3,204.03
2016/2/15,204.99
2016/2/16,204.99
2016/2/17,204.99
2016/2/18,204.99
2016/2/19,205.94
2016/2/22,205.94
2016/2/23,204.03
2016/2/24,204.03
2016/2/25,202.6
2016/2/26,204.03
2016/3/1,203.56
2016/3/2,204.51
2016/3/3,204.51
2016/3/4,204.51
2016/3/7,202.6
2016/3/8,203.08
2016/3/9,204.03
2016/3/10,203.08
2016/3/11,203.08
2016/3/14,203.08
2016/3/15,202.6
2016/3/16,200.7
2016/3/17,204.03
2016/3/18,204.03
2016/3/21,204.03
2016/3/22,201.65
2016/3/23,202.6
2016/3/24,202.13
2016/3/25,196.88
2016/3/28,191.16
2016/3/29,185.44
2016/3/30,184.97
2016/3/31,184.97
2016/4/1,184.01
2016/4/6,179.24
2016/4/7,181.15
2016/4/8,181.63
2016/4/11,181.15
2016/4/12,180.2
2016/4/13,178.29
2016/4/14,179.24
2016/4/15,181.63
2016/4/18,181.63
2016/4/19,183.53
2016/4/20,183.53
2016/4/21,184.97
2016/4/22,185.44
2016/4/25,184.97
2016/4/26,185.44
2016/4/27,184.01
2016/4/28,185.44
2016/4/29,186.4
2016/5/3,185.92
2016/5/4,186.4
2016/5/5,185.44
2016/5/6,185.44
2016/5/9,184.01
2016/5/10,184.01
2016/5/11,185.44
2016/5/12,184.97
2016/5/13,184.01
2016/5/16,183.53
2016/5/17,183.06
2016/5/18,184.01
2016/5/19,183.06
2016/5/20,182.1
2016/5/23,184.01
2016/5/24,183.06
2016/5/25,181.63
2016/5/26,179.24
2016/5/27,180.2
2016/5/30,180.67
2016/5/31,180.2
2016/6/1,180.67
2016/6/2,180.2
2016/6/3,178.77
2016/6/4,179.72
2016/6/6,179.72
2016/6/7,176.38
2016/6/8,176.38
2016/6/13,174.48
2016/6/14,175.91
2016/6/15,172.09
2016/6/16,175.91
2016/6/17,177.34
2016/6/20,176.86
2016/6/21,176.38
2016/6/22,177.81
2016/6/23,177.34
2016/6/24,176.38
2016/6/27,175.91
2016/6/28,175.43
2016/6/29,175.91
2016/6/30,175.43
2016/7/1,175.91
2016/7/4,174
2016/7/5,176.86
2016/7/6,177.34
2016/7/7,179.24
2016/7/11,180.67
2016/7/12,182.1
2016/7/13,182.1
2016/7/14,181.63
2016/7/15,185
2016/7/18,185
2016/7/19,186
2016/7/20,185.5
2016/7/21,187
2016/7/22,188
2016/7/25,187.5
2016/7/26,187.5
2016/7/27,187
2016/7/28,187.5
2016/7/29,188
2016/8/1,187
2016/8/2,186.5
2016/8/3,184
2016/8/4,184.5
2016/8/5,185
2016/8/8,180
2016/8/9,179.5
2016/8/10,180.5
2016/8/11,179.5
2016/8/12,181.5
2016/8/15,180.5
2016/8/16,179.5
2016/8/17,179
2016/8/18,178
2016/8/19,178
2016/8/22,178.5
2016/8/23,179
2016/8/24,178
2016/8/25,178.5
2016/8/26,178.5
2016/8/29,178.5
2016/8/30,179.5
2016/8/31,180
2016/9/1,181.5
2016/9/2,180.5
2016/9/5,181
2016/9/6,181
2016/9/7,179.5
2016/9/8,181
2016/9/9,180.5
2016/9/10,181.5
2016/9/12,183
2016/9/13,183.5
2016/9/14,178.5
2016/9/19,180
2016/9/20,179.5
2016/9/21,179.5
2016/9/22,180
2016/9/23,179.5
2016/9/26,179.5
2016/9/29,179.5
2016/9/30,179.5
2016/10/3,179
2016/10/4,178.5
2016/10/5,178.5
2016/10/6,178
2016/10/7,179
2016/10/11,179
2016/10/12,178.5
2016/10/13,178.5
2016/10/14,178
2016/10/17,178
2016/10/18,177.5
2016/10/19,179
2016/10/20,178
2016/10/21,178
2016/10/24,176
2016/10/25,177
2016/10/26,177
2016/10/27,176
2016/10/28,176.5
2016/10/31,177
2016/11/1,176
2016/11/2,176
2016/11/3,176
2016/11/4,175.5
